TagID_Hex,
71A9,
71AA,
71B5,
71D5,
7229,
722B,
722D,
7245,
724A,
724B,
7257,
7259,
725D,
7265,
726A,
726B,
726D,
7275,
7285,
728A,
728B,
7294,
7295,
7296,
72A1,
72A2,
72A4,
72A6,
72A8,
72A9,
72AB,
72AF,
72B1,
72B6,
72B7,
72C5,
72CA,
72CD,
72D1,
72D3,
72D4,
72D5,
72D7,
72DB,
7.20E+06,
72EB,
72F5,
7315,
7325,
732D,
7335,
7345,
7349,
734B,
734D,
7351,
7352,
7354,
7356,
735A,
735D,
736A,
736B,
736D,
7375,
73A5,
73AA,
73B5,
7415,
7429,
7445,
7449,
744B,
7451,
7456,
7457,
7459,
7469,
7475,
7485,
7491,
7492,
7494,
7495,
7496,
7497,
7499,
749A,
749D,
74A1,
74A3,
74A5,
74A7,
74A9,
74AE,
74B3,
74B7,
74BD,
74C9,
74CD,
74D3,
74D4,
74DB,
74DD,
7.40E+10,
74EA,
74ED,
74F5,
7512,
7513,
7519,
751A,
752D,
752E,
7533,
7535,
7536,
7537,
7539,
753A,
753D,
7541,
7545,
7548,
754D,
754E,
754F,
7550,
7551,
7556,
7557,
7558,
7564,
756B,
756C,
756E,
756F,
7572,
7576,
7577,
7589,
758A,
758B,
7591,
7595,
7596,
7599,
759A,
759B,
759D,
75A1,
75A2,
75A5,
75A6,
75AE,
75AF,
75B1,
75B5,
75BA,
75BD,
75CB,
75CD,
75D2,
75D3,
75D4,
75D5,
75D6,
75D7,
75DB,
7.50E+06,
75EA,
75EB,
75ED,
75F5,
7615,
7625,
7629,
762B,
7635,
764A,
764D,
7652,
7654,
7655,
7675,
7685,
768A,
768B,
7692,
7694,
7697,
769A,
769B,
76A5,
76A6,
76A8,
76AA,
76AC,
76AD,
76AF,
76B4,
76B6,
76B7,
76BA,
76BD,
76CA,
76CB,
76D2,
76D3,
76D4,
76D7,
76DD,
7.60E+06,
76EA,
76EB,
7715,
7725,
772A,
774A,
7751,
7752,
7755,
7756,
7759,
775B,
775D,
776B,
7775,
7795,
77A9,
77AA,
77B5,
77D5,
7855,
78A5,
78AD,
78B5,
78D5,
7929,
792B,
792D,
7949,
794A,
794B,
7951,
795A,
796D,
79A5,
79A9,
79AD,
79D5,
7A15,
7A25,
7A2B,
7A2D,
7A45,
7A4D,
7A51,
7A52,
7A53,
7A55,
7A56,
7A57,
7A5D,
7A65,
7A6B,
7A85,
7A89,
7A94,
7A95,
7A96,
7A99,
7A9A,
7A9B,
7AA2,
7AA3,
7AA5,
7AA6,
7AA8,
7AA9,
7AAC,
7AB1,
7AB2,
7AB5,
7AB9,
7ABA,
7ABB,
7ABD,
7AC5,
7ACD,
7AD2,
7AD3,
7AD5,
7AD6,
7AD7,
7ADB,
7AE9,
7AEB,
7AED,
7AF5,
7B15,
7B29,
7B2A,
7B35,
7B4A,
7B4B,
7B52,
7B54,
7B56,
7B57,
7B5A,
7B5D,
7B65,
7B69,
7B6A,
7B6B,
7B6D,
7BAA,
7BAB,
7BAD,
7BB5,
7CA5,
7CA9,
7CAB,
7CB5,
7D2D,
7D45,
7D4B,
7D51,
7D54,
7D56,
7D5B,
7D69,
7D6A,
7D6B,
7D75,
7DA9,
7.00E+95,
8152,
815A,
81AA,
8254,
8255,
8256,
825A,
8292,
8294,
8295,
82A5,
82AA,
82AB,
82AC,
82AD,
82AE,
82B4,
82B5,
82BA,
82D2,
82D4,
82D6,
82DA,
82EA,
832A,
8352,
8356,
836A,
83AA,
842A,
unknown,
71AD,
722A,
7235,
7249,
7252,
7253,
7254,
7452,
7453,
7454,
7455,
745A,
745B,
745D,
7465,
746A,
746B,
746D,
7489,
748A,
748B,
7493,
749B,
74A2,
74A4,
74A6,
74A8,
74AB,
74AC,
74AD,
74AF,
74B1,
74B2,
74B4,
74B5,
74B6,
74B9,
74BB,
74C5,
74CA,
74CB,
74D1,
74D2,
74D5,
74D6,
74D7,
74D9,
74DA,
74EB,
7505,
7509,
750A,
750B,
750D,
7511,
7514,
7515,
7516,
7517,
751B,
751D,
7521,
7522,
7523,
7524,
7526,
7527,
7528,
7529,
752B,
752C,
752F,
7532,
7534,
753B,
7542,
7543,
7544,
7546,
7547,
7549,
754B,
754C,
7553,
7555,
755B,
755C,
755D,
755E,
755F,
7561,
7562,
7563,
7566,
7567,
7568,
7569,
756D,
7571,
7574,
7575,
7579,
757A,
757B,
757D,
7585,
758D,
7592,
7593,
7597,
75A3,
75A4,
75A7,
75AB,
75AC,
75B2,
75B3,
75B4,
75B6,
75B7,
75B9,
75BB,
75C5,
75C9,
75CA,
75D1,
75DA,
75DD,
762D,
7645,
7649,
7651,
7653,
7656,
7657,
7659,
765A,
765B,
765D,
7665,
7669,
766A,
766B,
766D,
7689,
768D,
7691,
7693,
7696,
7699,
769D,
76A1,
76A2,
76A3,
76A4,
76A7,
76A9,
76AB,
76AE,
76B1,
76B2,
76B3,
76B9,
76BB,
76C5,
76C9,
76CD,
76D1,
76D5,
76D6,
76D9,
76DA,
76DB,
7.60E+10,
76ED,
76F5,
7735,
7745,
7749,
774B,
7255,
7256,
725A,
725B,
7269,
7289,
728D,
7292,
7293,
7297,
7299,
729A,
729B,
72A3,
72A5,
72A7,
72AD,
72AE,
72B2,
72B3,
72B4,
72B5,
72B9,
72BA,
72BB,
72BD,
72CB,
72D2,
72D9,
72DD,
7.20E+10,
72EA,
72ED,
7329,
732B,
734A,
7353,
7355,
7357,
735B,
7365,
7369,
7395,
73A9,
73AD,
73D5,
7425,
742B,
7435,
744D,
774D,
7753,
7754,
7757,
775A,
7765,
7769,
776D,
77A5,
77AB,
7895,
78AA,
78AB,
7915,
7925,
792A,
7935,
794D,
7953,
7954,
7955,
7956,
7957,
7959,
795B,
7969,
796B,
7975,
7995,
79AA,
79AB,
79B5,
7A29,
7A35,
7A49,
7A4A,
7A54,
7A5B,
7A69,
7A6A,
7A6D,
7A75,
7A8B,
7A8D,
7A91,
7A92,
7A93,
7A9D,
7AA1,
7AA4,
7AA7,
7AAB,
7AAD,
7AAE,
7AB3,
7AB4,
7AB7,
7AC9,
7ACA,
7ACB,
7AD1,
7AD9,
7ADD,
7AE5,
7AEA,
7B25,
7B2B,
7B2D,
7B45,
7B49,
7B4D,
7B51,
7B53,
7B59,
7B5B,
7B75,
7B95,
7BA5,
7BA9,
7BD5,
7C55,
7C95,
7CAA,
7CAD,
7CD5,
7D15,
7D25,
7D29,
7D2A,
7D2B,
7D35,
7D49,
7D4A,
7D4D,
7D52,
7D53,
7D55,
7D57,
7D59,
7D5A,
7D5D,
7D65,
7DA5,
7DAA,
7DAB,
7DAD,
7DB5,
7DD5,
7.00E+55,
7EA5,
7EA9,
7EAA,
7EAB,
7EAD,
7EB5,
80AA,
812A,
814A,
8154,
8155,
816A,
822A,
8252,
826A,
828A,
8296,
829A,
82A2,
82A4,
82A6,
82A8,
82A9,
82B6,
82CA,
82D5,
834A,
8355,
844A,
6FD5,
6EA2,
7594,drifter
7A59,drifter
7AB6,drifter
